"","X.1","X","domain","visits","pageviews","users","pageviews_per_session","avg_session_duration","exits","url","category","scraper_url","status","n_errors","n_lp","n_pp","error_bin","clean_150","Flesch_Kincaid","Gunning_Fog_Index","Coleman_Liau","SMOG","Automated_Readability_Index","Average_Grade_Level","adj_gl"
"31",31,31,"osha.gov",3645173,12113236,1891047,3.323089467,220.4549795,3645173,"http://osha.gov","Home, Community, and Work","https://www.osha.gov/about.html","FAIL",32,30,641,"30-39 errors"," English | Spanish With the Occupational Safety and Health Act of 1970, Congress created the Occupational Safety and Health Administration OSHA to assure safe and healthful working conditions for working men and women by setting and enforcing standards and by providing training, outreach, education and assistance. OSHA is part of the United States Department of Labor. The administrator for OSHA is the Assistant Secretary of Labor for Occupational Safety and Health. OSHA's administrator answers to the Secretary of Labor, who is a member of the cabinet of the President of the United States. The OSH Act covers most private sector employers and their workers, in addition to some public sector employers and workers in the 50 states and certain territories and jurisdictions under federal authority. Those jurisdictions include the District of Columbia, Puerto Rico, the Virgin Islands, American Samoa, Guam, Northern Mariana Islands, Wake Island, Johnston Island, and the",15.8160273972603,18.5004566210046,15.4846575342466,16.3221223982225,16,16.4246527901468,10
"32",32,32,"dol.gov",2334366,5402172,1792426,2.314192376,131.9142971,2318089,"http://dol.gov","Home, Community, and Work","https://www.dol.gov/general/aboutdol/majorlaws","FAIL",33,16,1672,"30-39 errors"," The Department of Labor DOL administers and enforces more than 180 federal laws. These mandates and the regulations that implement them cover many workplace activities for about 10 million employers and 125 million workers. Following is a brief description of many of DOL's principal statutes most commonly applicable to businesses, job seekers, workers, retirees, contractors and grantees. This brief summary is intended to acquaint you with the major labor laws and not to offer a detailed exposition. For authoritative information and references to fuller descriptions on these laws, you should consult the statutes and regulations themselves. Rulemaking and Regulations provides brief descriptions of and links to various sources of information on DOL's rulemaking activities and regulations. The Fair Labor Standards Act FLSA prescribes standards for wages and overtime pay, which affect most private and public employment. The act is administered by the Wage and Hour Division. It requires employers",12.1677625570776,16.351902587519,16.2457534246575,14.5545925495578,13,14.4640022237624,8
"33",33,33,"archives.gov",2440648,6000605,1777106,2.458611402,130.5406072,2447351,"http://archives.gov","Children and Education","https://www.archives.gov/publications/general-info-leaflets/1-about-archives.html","FAIL",6,11,228,"0-10 errors"," Publications General Information Leaflet, Number 1 Anyone who has cleaned out a family attic knows the importance of keeping family records. You may have military records from relatives who served in one of the World Wars or even the Civil War. Or pictures of your great great grandparents on the day they became American citizens. Or the canceled check that paid for your first home. Now imagine the task of the National Archives and Records Administration NARA the nation’s record keeper. Many people know the National Archives as the keeper of the Declaration of Independence, the Constitution, and the Bill of Rights. But we also hold in trust for the public the records of ordinary citizens for example, military records of the brave men and women who have fought for our country, naturalization records of the immigrants whose dreams have shaped our nation, and even the canceled check from",11.7200386100386,15.2138996138996,12.0013513513513,13.9251756759111,12,12.9720930502401,6
"34",34,34,"fs.usda.gov",2426286,8069746,1723486,3.325966518,199.3429093,2421498,"http://usda.gov","Home, Community, and Work","https://www.usda.gov/our-agency/about-usda","FAIL",3,13,371,"0-10 errors"," An official website of the United States government The .gov means it’s official. Federal government websites always use a .gov or .mil domain. Before sharing sensitive information online, make sure you’re on a .gov or .mil site by inspecting your browser’s address or location bar. This site is also protected by an SSL Secure Sockets Layer certificate that’s been signed by the U.S. government. The https: means all transmitted data is encrypted in other words, any information or browsing history that you provide is transmitted securely. Have feedback on the new USDA.gov design?Share Feedback We provide leadership on food, agriculture, natural resources, rural development, nutrition, and related issues based on public policy, the best available science, and effective management. We have a vision to provide economic opportunity through innovation, helping rural America to thrive; to promote agriculture production that better nourishes Americans while also helping feed others throughout the",10.312,15.0153846153846,13.8570666666667,13.0238667986669,10,12.4416636161436,6
"35",35,35,"dhs.gov",1872855,3799330,1527200,2.028630086,94.58998374,1877643,"http://dhs.gov","Law Enforcement and Justice","https://www.dhs.gov/our-mission#","PASS",0,0,0,"0-10 errors"," Official website of the Department of Homeland Security The vision of homeland security is to ensure a homeland that is safe, secure, and resilient against terrorism and other hazards. Three key concepts form the foundation of our national homeland security strategy designed to achieve this vision: In turn, these key concepts drive broad areas of activity that the Quadrennial Homeland Security Review QHSR process defines as homeland security missions. These missions are enterprise wide, and not limited to the Department of Homeland Security. These missions and their associated goals and objectives tell us in detail what it means to prevent, to protect, to respond, and to recover, as well as to build in security, to ensure resilience, and to facilitate customs and exchange. Hundreds of thousands of people from across the federal government, state, local, tribal, and territorial governments, the private sector, and other nongovernmental organizations are responsible for",17.3421342281879,20.2421476510067,15.2902013422819,17.3537235099562,19,17.8456413462866,11
"36",36,36,"hud.gov",2419583,6380729,1475496,2.637119289,169.1840284,2416711,"http://hud.gov","Home, Community, and Work","https://www.hud.gov/about/hud_secretary/powersec","FAIL",14,28,2378,"10-19 errors"," Being the Secretary of HUD is a major responsibility. Unlike the heads of private organizations, many of the duties and requirements that the Secretary must fulfill are dictated by laws. With the few exceptions noted, all powers and functions of the Department of Housing and Urban Development are vested in the Secretary. The Secretary has power over the organization of the Department subject to certain legislative restrictions. The following positions are established by statute, including the Department of Housing and Urban Development Act the HUD Act , 42 U.S.C. 3533: There are certain legislative restrictions concerning certain positions in HUD as follows: In addition to the positions established by statute, other positions in the Department have been established by the Secretary such as the Assistant Deputy Secretary for Field Policy and Management, the Director of the Departmental Enforcement Center, the Director of the Real Estate Assessment Center, and the",17.7948493150685,23.1868493150685,15.8484931506849,19.6862117046422,19,19.1032806970928,11
"37",37,37,"nhtsa.gov",2218510,3416333,1468793,1.53992229,99.40871035,2218510,"http://nhtsa.gov","Travel and Transportation","https://www.nhtsa.gov/about-nhtsa/nhtsas-core-values","FAIL",13,14,283,"10-19 errors"," Save lives, prevent injuries and reduce economic costs due to road traffic crashes, through education, research, safety standards and enforcement activity. Global leader in motor vehicle and highway safety. NHTSA is dedicated to achieving the highest standards of excellence in motor vehicle and highway safety. The agency strives to exceed the expectations of its customers through its core values of Integrity, Service and Leadership. NHTSA seeks to assure the integrity of agency policies, programs and operations. NHTSA provides leadership to the motor vehicle and highway safety community through the development of innovative approaches to reducing motor vehicle crashes and injuries. NHTSA commits to providing premier service, internally and externally, through mutual respect, collaboration and accessibility. NHTSA is committed to providing the most accurate and complete information available to its customers, the American traveling public, in a helpful and courteous fashion. In all of our activities, we will strive to",13.9982774049217,18.7027591349739,16.5081879194631,15.9031890086143,14,15.8224826935946,9
"38",38,38,"gsa.gov",2240532,6554993,1339532,2.925641321,188.9042866,2191700,"http://gsa.gov","Money and Business","https://www.gsa.gov/about-us/background-and-history","FAIL",35,64,579,"30-39 errors"," HOW GSA BENEFITS THE FEDERAL GOVERNMENT GSA provides centralized procurement for the federal government, offering billions of dollars worth of products, services, and facilities that federal agencies need to serve the public. GSA’s acquisition solutions supply federal purchasers with cost effective high quality products and services from commercial vendors. GSA helps federal agencies build and acquire office space, products and other workspace services, and oversees the preservation of historic federal properties. Its policies covering travel, property and management practices promote efficient government operations. HOW GSA BENEFITS CITIZENS GSA helps keep the nation safe by providing tools, equipment, and non tactical vehicles to the U.S. military, and providing state and local governments with law enforcement equipment, firefighting and rescue equipment, and disaster recovery products and services. GSA serves the public and makes government easier by offering free access to and information about government programs with these websites: The National Contact",17.385,25.503803131991,18.8010738255034,20.8907499796612,19,20.3161253874311,11
"39",39,39,"energy.gov",1727316,3099403,1277295,1.794346257,121.5000168,1723486,"http://energy.gov","Home, Community, and Work","https://www.energy.gov/about-us","FAIL",22,19,372,"20-29 errors"," The mission of the Energy Department is to ensure America’s security and prosperity by addressing its energy, environmental and nuclear challenges through transformative science and technology solutions. Learn more. As United States Secretary of Energy, Rick Perry leads an agency tasked with maintaining a safe, secure and effective nuclear deterrent and reducing the threat of nuclear proliferation, overseeing the United States’ energy supply, carrying out the environmental clean up from the Cold War nuclear mission, and the 17 National Laboratories. Learn more. The Department of Energy has one of the richest and most diverse histories in the Federal Government. Although only in existence since 1977, the Department traces its lineage to the Manhattan Project effort to develop the atomic bomb during World War II, and to the various energy related programs that previously had been dispersed throughout various Federal agencies. Learn more. The Department of Energy’s DOE’s Budget Requests",14.2240731292517,21.2275510204082,15.8291156462585,17.5530773034347,14,16.5667634198706,10
"40",40,40,"hhs.gov",1647844,3919016,1254315,2.378268817,147.7089239,1573160,"http://hhs.gov","Health","https://www.hhs.gov/about/strategic-plan/introduction/index.html#mission","FAIL",7,19,282,"0-10 errors"," Home > About > Strategic Plan > Introduction: About HHS The mission of the U.S. Department of Health and Human Services HHS is to enhance the health and well being of all Americans, by providing for effective health and human services and by fostering sound, sustained advances in the sciences underlying medicine, public health, and social services. Back to top HHS is the U.S. Government’s principal agency for protecting the health of all Americans and providing essential human services, especially for those who are least able to help themselves. HHS accomplishes its mission through programs and initiatives that cover a wide spectrum of activities, serving and protecting Americans at every stage of life, from conception. HHS is responsible for almost a quarter of all Federal outlays and administers more grant dollars than all other Federal agencies combined. Eleven operating divisions, including eight agencies in the U.S. Public Health Service",12.1503767123288,17.9849315068493,14.1931506849315,15.7425022472131,13,14.6141922302645,8
"41",41,41,"treasury.gov",1928390,3533147,1229420,1.832174508,100.5873693,1913070,"https://home.treasury.gov/","Money and Business","https://www.treasury.gov/about/role-of-treasury/Pages/default.aspx","FAIL",8,16,905,"0-10 errors"," Steven Terner Mnuchin was sworn in as the 77th Secretary of the Treasury on February 13, 2017. As Secretary of the Treasury, Mr. Mnuchin is responsible for the executive branch agency whose mission is to maintain a strong economy, foster economic growth, and create job opportunities by promoting the conditions that enable prosperity and stability at home and abroad. Read More about the secretary Role of the Treasury The Secretary Officials Organizational Chart Orders and Directives Domestic Finance Economic Policy International Affairs Management Tax Policy Terrorism and Financial Intelligence Inspectors General Alcohol and Tobacco Tax and Trade Bureau TTB Bureau of Engraving & Printing BEP Financial Crimes Enforcement Network FinCEN Bureau of the Fiscal Service FS Internal Revenue Service IRS Office of the Comptroller of the Currency OCC U.S. Mint Office of Inspector General OIG Treasury Inspector General for Tax Administration TIGTA Special Inspector General for the Troubled Asset",22.0158219178082,28.2986301369863,17.178904109589,23.3267081504717,23,22.764012862971,11
"42",42,42,"faa.gov",1954242,5762189,1160481,2.948554478,190.2278229,1948497,"http://www.faa.gov","Travel and Transportation","https://www.faa.gov/about/mission/","FAIL",39,19,751,"30-39 errors"," Our continuing mission is to provide the safest, most efficient aerospace system in the world. We strive to reach the next level of safety, efficiency, environmental responsibility and global leadership. We are accountable to the American public and our stakeholders. Page last modified: April 23, 2010 9:37:40 AM EDT This page was originally published at: https: www.faa.gov about mission r t t t t t t t tFAA Home r t t t t t t t r t t t t t t t tJobs r t t t t t t t r t t t t t t t tNews r t t t t t t t r t t t t t t t tAbout FAA r t t t t t t t r t t t t t t t tA Z Index r t t t t t t t FAA",11.4099178082192,14.9676712328767,0.705479452054792,11.9792484733308,7,9.2124633932963,3
"43",43,43,"uspto.gov",2955779,6746491,1103989,2.282474772,203.7777747,2880137,"http://uspto.gov","Money and Business","https://www.uspto.gov/about-us","PASS",0,0,0,"0-10 errors"," Jump to Main Content File a patent application online with EFS web Check patent application status with public PAIR and private PAIR Pay maintenance fees and learn more about filing fees and other payments View international patent filings File a trademark application and other documents online through TEAS. Check trademark application status and view all documents associated with an application registration. Trademark fees and payment Learn about the USPTO and our current legislative initiatives. Find out how to protect intellectual property in other countries. Patent search Patent filing Filing status Pay or look up maintenance fees Patent Trial and Appeal Board ecorded assignment and record ownership changes Guides and manuals Search trademark database Trademark filing Status, documents, and certificates Trademark Trial and Appeal Board ecorded assignment and record ownership changes Guides and manuals Updates and announcements Pay maintenance fees and learn more about filing fees and other payments Current",17.5005234899329,19.7052348993289,17.5790604026846,16.8872149144787,21,18.534406741285,11
"44",44,44,"defense.gov",3105148,5829214,1073349,1.877274127,218.7539151,3067806,"http://defense.gov","Military and Veterans","https://www.defense.gov/About/","FAIL",18,23,786,"10-19 errors"," The mission of the Department of Defense is to provide the military forces needed to deter war and to protect the security of our country. The department's headquarters is at the Pentagon. The mission of Defense.gov is to support the overall mission of the Department of Defense by providing official, timely and accurate information about defense policies, organizations, functions and operations. Also, Defense.gov is the single, unified starting point for finding military information online. This mission is consistent with the DoD Principles of Information, which outline the Department's policy for providing information to military members, DoD civilians, military family members, the American public, the Congress, and the news media. The information you find here is cleared for public release in accordance with applicable DoD policies. The Army, Navy, and Marine Corps were established in 1775, in concurrence with the American Revolution. The War Department was established in 1789, and",12.6302789115646,17.5806802721088,15.1463945578231,14.9753028093394,12,14.4665313101672,8
"45",45,45,"uscourts.gov",1283997,2873435,987175,2.237882955,108.642827,1303147,"http://uscourts.gov","Law Enforcement and Justice","http://www.uscourts.gov/about-federal-courts/federal-courts-public","FAIL",19,11,649,"10-19 errors"," Skip to main navigation tThe work of the federal courts impacts the lives of the American public in many ways. This section discusses the most common ways people interact with the U.S. Courts. tU.S. citizens at least 18 years of age may be called to jury service, one of the most important ways individual citizens become involved with the federal courts. Learn more about jury service and what to do if you were summoned to federal jury service. tFederal courts have jurisdiction over cases involving: tFor instance, a claim by an individual to receive money under a federal government program such as Social Security, a claim by the government that someone has violated federal laws, or a challenge to actions taken by a federal agency might all be heard in federal court. tIn contrast, most family law matters are addressed in state court, since federal court jurisdiction granted by",11.7997683397683,15.7544401544402,11.4848648648649,14.348710955822,12,13.0775568629791,7
"46",46,46,"benefits.gov",1135586,1996372,977600,1.758010402,106.0480562,1142288,"http://benefits.gov","Benefits","https://benefits.gov/about-us","FAIL",15,13,296,"10-19 errors"," As the official benefits website of the U.S. government, our mission is to reduce the expense and difficulty of interacting with the government while increasing citizen access to benefit information. Launched in 2002, Benefits.gov formerly GovBenefits.gov was one of the earliest E Government initiatives to launch as part of the President’s Management Agenda and was established as the official benefits website of the U.S. government. The White House began an intensive effort to build, launch and manage a diverse portfolio of government to citizen, government to business and government to government websites. Operated, managed and supported by a Federal agency partnership, Benefits.gov provides an innovative, technology based solution to benefit information delivery. The beneficiaries include U.S. citizens, businesses and Federal and state government entities. tPrior to Benefits.gov, citizens looking for government benefit information had to search through a complicated maze of web pages, often unsuccessfully. There was no easy",13.7111891891892,21.0551351351351,16.6059459459459,16.6479250968788,13,16.2040390734298,10
"47",47,47,"fema.gov",1287827,2854285,972812,2.216357477,146.7412913,1235165,"http://fema.gov","Consumer Safety","https://www.fema.gov/about-agency","PASS",0,0,0,"0-10 errors"," This page outlines our history and is for anyone interested in learning more about the agency. Helping people before, during, and after disasters. Download our hierarchical organization chart. To learn more about each office in detail, use the menu item to navigate this section. For 38 years, FEMA's mission remains: to lead America to prepare for, prevent, respond to and recover from disasters with a vision of A Nation Prepared. On April 1, 1979, President Jimmy Carter signed the executive order that created the Federal Emergency Management Agency FEMA . From day one, FEMA has remained committed to protecting and serving the American people. That commitment to the people we serve and the belief in our survivor centric mission will never change. The Federal Emergency Management Agency coordinates the federal government's role in preparing for, preventing, mitigating the effects of, responding to, and recovering from all domestic disasters, whether",12.5998850574713,16.6513409961686,14.2769655172414,14.7121929951086,12,14.048076913198,8
"48",48,48,"choosemyplate.gov",1292615,5324615,923023,4.119258248,311.2051137,1291657,"http://choosemyplate.gov","Health","https://www.choosemyplate.gov/about-us","FAIL",36,22,937,"30-39 errors"," The USDA Center for Nutrition Policy and Promotion CNPP was established in 1994 to improve the nutrition and well being of Americans. Toward this goal, CNPP focuses its efforts on two primary objectives: MyPlate, MyWins Now I start my day with fruits and veggies by having a homemade smoothie for breakfast. I use almond milk, banana, berries, and kale or spinach for iron . You have such great tips!! I am a nutritionist and personal trainer. I work for physicians in their offices helping to bring awareness to patients in a preventative healthcare environment. Many of the patients love MyPlate's simple to use tools and graphics on eating properly. I started to add more vegetables to every meal for my family. We also drink more water. We also eat more beans because they are inexpensive and have healthy fiber. Good tips! About Us Ask The Expert News Contact Us",7.50062925170068,10.3421768707483,9.78367346938775,10.5042237277757,7,9.02614066392248,3
"49",49,49,"petitions.whitehouse.gov",1217930,1934135,919193,1.588051037,73.00316274,1217930,"http://whitehouse.gov","Government Officials","https://www.whitehouse.gov/the-trump-administration/","PASS",0,0,0,"0-10 errors"," President Donald J. Trump promised that he would bring the best and brightest from across the country not just inside Washington to build his Administration. The President, alongside the Vice President and the Cabinet, are committed to returning prosperity and security to all Americans. Learn more about President Donald Trump, First Lady Melania Trump, Vice President Mike Pence, and Second Lady Karen Pence. t t t t t t t t t t trealDonaldTrump t t t t t t t t t President of the United States t t t t t t t t t t trealDonaldTrump t t t t t t t t t Donald J. Trump is the 45th President of the United States. He believes the United States has incredible potential and will go on to exceed anything that it has achieved in the past. t t t tLearn more t t t",11.4454026845638,16.6447427293065,6.60697986577181,14.7901945026614,9,11.6974639564607,5
"50",50,50,"bop.gov",1611460,4824804,915363,2.994057563,149.2120903,1610502,"http://www.bop.gov","Law Enforcement and Justice","https://www.bop.gov/about/agency/","PASS",0,0,0,"0-10 errors"," r We protect public safety by ensuring that federal offenders serve their sentences of imprisonment in facilities that are safe, r humane, cost efficient, and appropriately secure, and provide reentry programming to ensure their successful return r to the community. r 183,881 Inmates Our agency is responsible for the custody and care of federal inmates. 34% Rate of Recidivism r In 2016, the U.S. Sentencing Commission found that only 34% of the inmates released from the Bureau of Prisons r in 2005 were rearrested or had their supervision revoked over a three year period. This figure reflects a 16% r decline over the past couple of decades, and is half the rate of many large state Departments of Corrections as r reported by the Bureau of Justice Statistics. r r The Bureau of Prisons provides a myriad of inmate programs to address criminogenic needs related to substance abuse, r",13.5292657342657,17.3655011655012,12.686993006993,15.4700424275458,14,14.6103604668611,8
"51",51,51,"consumerfinance.gov",1296445,2577569,891425,1.988182299,131.1425074,1288785,"http://consumerfinance.gov","Consumer Safety","https://www.consumerfinance.gov/about-us/the-bureau/","FAIL",8,13,408,"0-10 errors"," Suggested search terms: Browse answers to hundreds of financial questions. Ask CFPB Have an issue with a financial product? Submit a complaint Answer ten questions and see your financial well being score, along with national averages. Order free brochures See national survey results on financial well being and how it relates to other factors in a person’s financial life. Explore our national survey data and think about ways to empower families to achieve higher financial well being. The TILA RESPA integrated disclosure rule replaces four disclosure forms with two new ones. We have resources to help you comply. We aim to make consumer financial markets work for consumers, responsible providers, and the economy as a whole. We protect consumers from unfair, deceptive, or abusive practices and take action against companies that break the law. We arm people with the information, steps, and tools that they need to make smart",9.39287919463087,13.4767785234899,12.4421476510067,12.6883528996779,10,11.6000316537611,5
"52",52,52,"vets.gov",1815406,4940661,868446,2.721518492,151.6439491,1807746,"http://vets.gov","Military and Veterans","https://www.vets.gov/","FAIL",104,108,555,"More than 100 errors"," An official website of the United States government The .gov means it’s official. Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you're on a federal government site. The site is secure. The https: ensures that you're connecting to the official website and that any information you provide is encrypted and sent securely. Apply for disability compensation and other benefits for conditions related to your military service. Apply for VA health care, find out how to access services, and manage your health and benefits online. Apply for and manage benefits that help you pay for college and training programs. Find out if you qualify for a VA home loan. If you have a service connected disability, find out if you qualify for a housing grant to help you live more independently. Find out if you're eligible for Vocational Rehabilitation and Employment VR&E services,",8.66,13.6820512820513,10.9954666666667,12.3678394245019,7,10.541071474644,4
"53",53,53,"cpsc.gov",1101116,2014564,855041,1.829565641,88.36610493,1094414,"http://www.cpsc.gov","Consumer Safety","https://www.cpsc.gov/About-CPSC","FAIL",16,35,577,"10-19 errors"," CPSC is charged with protecting the public from unreasonable risks of injury or death associated with the use of the thousands of types of consumer products under the agency's jurisdiction. Deaths, injuries, and property damage from consumer product incidents cost the nation more than $1 trillion annually. CPSC is committed to protecting consumers and families from products that pose a fire, electrical, chemical, or mechanical hazard. CPSC's work to ensure the safety of consumer products such as toys, cribs, power tools, cigarette lighters, and household chemicals contributed to a decline in the rate of deaths and injuries associated with consumer products over the past 40 years. General Information and Frequently Asked Questions Ann Marie Buerkle was nominated by President Barack Obama on May 23, 2013 and was confirmed by the U.S. Senate in June 27, 2013, to serve as a CPSC Commissioner. On February 9, 2017, Ms. Buerkle was",12.5429483282675,17.7025329280648,14.6326241134752,15.7193795838695,14,14.9194969907354,8
"54",54,54,"fmcsa.dot.gov",1364427,3910399,847381,2.865964247,188.3887207,1287827,"http://dot.gov","Travel and Transportation","https://www.transportation.gov/regulations/rulemaking-requirements","FAIL",7,14,456,"0-10 errors"," The Rulemaking Requirements document is a summary of the requirements imposed on DOT as it implements its responsibilities for rulemaking. This document was originally prepared for the DOT professionals who are involved in the rulemaking process. We have decided to make it available to the public to help you better understand how the process works and the requirements with which we must comply. We also hope it will make it easier for you to participate effectively in the rulemaking process. We want to stress, however, that this document provides only a summary of what we believe are the important requirements. It should not be relied on as a legal document. There are hyperlinks to give you easy access to the statutes, executive orders, guidance documents, memoranda, etc. that are cited, and you should refer to those for the actual legal requirements. We also want to note that the document",11.4791862416107,16.3090604026846,11.7344966442953,14.7317425330612,11,13.0508971643304,7
"55",55,55,"samhsa.gov",1004409,1741679,758334,1.734033646,102.0019574,989090,"http://samhsa.gov","Health","https://www.samhsa.gov/about-us","CONDITIONAL PASS",0,24,78,"0-10 errors"," Congress established the Substance Abuse and Mental Health Services Administration SAMHSA in 1992 to make substance use and mental disorder information, services, and research more accessible. Visit Who We Are to learn more. SAMHSA Strategic Initiatives help provide treatment and services for people with mental and substance use disorders, support the families of people with mental and substance use disorders, build strong and supportive communities, prevent costly behavioral health problems, and promote better health for all Americans. Learn more about SAMHSA's Strategic Initiatives. Connect with SAMHSA through Facebook, Twitter, the SAMHSA blog, or YouTube, and learn more about SAMHSA's social media outreach efforts. Visit Social Media to learn more and see SAMHSA's social media feeds. SAMHSA works closely with other health agencies to advance behavioral health priorities. Learn more about interagency activities, including the Behavioral Health Coordinating Council. SAMHSA has advisory councils or committees to advance its goals. Through",12.4355135135135,14.8389189189189,17.3210810810811,13.506818969022,14,14.4204664965071,8
"56",56,56,"aviationweather.gov",3209514,28177086,751632,8.779237604,3455.993307,3207599,"http://aviationweather.gov","Travel and Transportation","https://aviationweather.gov/info","FAIL",61,12,374,"60-69 errors"," The Aviation Weather Center delivers consistent, timely and accurate weather information for the world airspace system. We are a team of highly skilled people dedicated to working with customers and partners to enhance safe and efficient flight. To be the trusted authority and leading innovator for aviation weather information. The National Oceanic and Atmospheric Administration created the National Centers for Environmental Prediction NCEP to take advantage of improving technology and better serve the public and modernized National Weather Service. The NCEP’s goal is to protect life and property, as well as mitigate economic loss, by providing accurate forecasts and forecast guidance products to weather service field offices. The NCEP prepares and makes available national forecasts and outlooks of weather and climate. Meteorologists currently generate weather forecasts for three to five days, soon to extend to seven days. Climate predictions are made for two weeks out to a year. Nine",12.414384787472,16.2866517524236,15.4821476510067,14.5545925495578,13,14.347555348092,8
"57",57,57,"sba.gov",990047,2201275,741099,2.223404545,158.7978904,988132,"http://sba.gov","Money and Business","https://www.sba.gov/about-sba/what-we-do/mission","FAIL",3,7,25,"0-10 errors","The U.S. Small Business Administration SBA was created in 1953 as an independent agency of the federal government to aid, counsel, assist and protect the interests of small business concerns, to preserve free competitive enterprise and to maintain and strengthen the overall economy of our nation. We recognize that small business is critical to our economic recovery and strength, to building America's future, and to helping the United States compete in today's global marketplace. Although SBA has grown and evolved in the years since it was established in 1953, the bottom line mission remains the same. The SBA helps Americans start, build and grow businesses. Through an extensive network of field offices and partnerships with public and private organizations, SBA delivers its services to people throughout the United States, Puerto Rico, the U. S. Virgin Islands and Guam. Business Guide Go to Next Section Plan your business Market research and",11.2474324324324,14.6972972972973,13.7481081081081,13.6240850523953,12,13.0633845780466,7
"58",58,58,"oceanservice.noaa.gov",832061,1187291,708544,1.426927833,85.75372719,833018,"http://noaa.gov","Home, Community, and Work","http://www.noaa.gov/about-our-agency","FAIL",35,16,286,"30-39 errors"," NOAA is an agency that enriches life through science. Our reach goes from the surface of the sun to the depths of the ocean floor as we work to keep citizens informed of the changing environment around them. From daily weather forecasts, severe storm warnings, and climate monitoring to fisheries management, coastal restoration and supporting marine commerce, NOAA’s products and services support economic vitality and affect more than one third of America’s gross domestic product. NOAA’s dedicated scientists use cutting edge research and high tech instrumentation to provide citizens, planners, emergency managers and other decision makers with reliable information they need when they need it. To understand and predict changes in climate, weather, oceans, and coasts, to share that knowledge and information with others, and to conserve and manage coastal and marine ecosystems and resources. Weather Climate Oceans & Coasts Fisheries Satellites Research Marine & Aviation Charting Sanctuaries Education",15.3284693877551,18.5074829931973,16.5918367346939,16.3221223982225,17,16.7499823027737,10
"59",59,59,"treasurydirect.gov",976642,3523572,707587,3.607844021,246.9373107,975685,"http://treasurydirect.gov","Money and Business","https://treasurydirect.gov/about.htm","FAIL",11,15,489,"10-19 errors"," We're pleased to hear from our customers regarding their satisfaction with our website. Although your browser settings don't allow you to view the website survey we're conducting, please e mail your comments. TreasuryDirect is the first and only financial services website that lets you buy and redeem securities directly from the U.S. Department of the Treasury in paperless electronic form. You enjoy the flexibility of managing your savings portfolio online as your needs and financial circumstances change all the time knowing your money is backed by the full faith of the U.S. government. We offer product information and research across the entire line of Treasury securities, from Series EE Savings Bonds to Treasury Notes. Our TreasuryDirect accounts offer Treasury Bills, Notes, Bonds, Inflation Protected Securities TIPS , and Series I and EE Savings Bonds in electronic form in one convenient account. Services for Finance Professionals and Institutional Investors If",12.2041891891892,16.5891891891892,14.8208108108108,14.9062281516336,13,14.3040834681646,8
"60",60,60,"eeoc.gov",1158566,2947162,703757,2.543801562,193.4445901,1167183,"http://eeoc.gov","Home, Community, and Work","https://www.eeoc.gov/eeoc/","FAIL",29,13,810,"20-29 errors"," U.S. Equal EmploymentOpportunity Commission CONNECT WITH US r r r r r r About EEOC Overview The Commission & the General Counsel Meetings of the Commission Open Government Newsroom Laws, Regulations, Guidance & MOUs Budget & Performance Enforcement & Litigation Initiatives Task Forces Interagency Programs Publications Statistics Outreach & Education Legislative Affairs FOIA Privacy Doing Business with EEOC Jobs & Internships EEOC History Office of Inspector General The EEOC's Vision is: Justice and Equality in the Workplace The EEOC's Mission is to: Stop and Remedy Unlawful Employment Discrimination Read more about: r r r r The U.S. Equal Employment Opportunity Commission EEOC is responsible for enforcing federal laws that make it illegal to discriminate against a job applicant or an employee because of the person's race, color, religion, sex including pregnancy,gender identity, and sexual orientation , national origin, age 40 or older , disability or genetic information. It is",22.2843794326241,27.7170212765957,17.4309219858156,22.9186335973337,23,22.6701912584738,11
"61",61,61,"nist.gov",846423,2236702,666415,2.642534525,158.5600025,790889,"http://nist.gov","Money and Business","https://www.nist.gov/about-nist","FAIL",4,18,723,"0-10 errors"," Jump to content www.nist.gov about nist The National Institute of Standards and Technology NIST was founded in 1901 and is now part of the U.S. Department of Commerce. NIST is one of the nation's oldest physical science laboratories. Congress established the agency to remove a major challenge to U.S. industrial competitiveness at the time a second rate measurement infrastructure that lagged behind the capabilities of the United Kingdom, Germany, and other economic rivals. From the smart electric power grid and electronic health records to atomic clocks, advanced nanomaterials, and computer chips, innumerable products and services rely in some way on technology, measurement, and standards provided by the National Institute of Standards and Technology. Today, NIST measurements support the smallest of technologies to the largest and most complex of human made creations from nanoscale devices so tiny that tens of thousands can fit on the end of a single human",13.952471042471,17.3760617760618,14.6632432432432,15.5328466114074,14,15.1049245346367,9
